Marital_Status,Application_Type,Application_Order,Academic_Path,Daytime_Attendance,Previous_Qualification,Previous_Qualification_(Grade),Nationality,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Current,Gender,Scholarship_Holder,Age_At_Enrollment,1st_Sem_Units_Credited,1st_Sem_Units_Enrolled,1st_Sem_Units_Evaluations,1st_Sem_Units_Approved,1st_Sem_Units_Grade,1st_Sem_Units_Without_Evaluations,2nd_Sem_Units_Credited,2nd_Sem_Units_Enrolled,2nd_Sem_Units_Evaluations,2nd_Sem_Units_Approved,2nd_Sem_Units_Grade,2nd_Sem_Units_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Dropped_Out
single,2nd phase - general contingent,Third Choice,Management,1,Secondary education,125.0,Portuguese,114.5,1,0,0,1,Female,1,19,0,5,6,5,13.4,0,0,5,5,5,12.4,0,12.4,0.5,1.79,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,141.0,Portuguese,127.8,0,0,0,1,Female,1,19,0,7,7,0,0.0,2,0,7,7,0,0.0,2,7.6,2.6,0.32,1
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,140.0,Portuguese,124.6,1,0,0,1,Female,0,19,0,6,7,5,14.2,0,0,6,7,6,14.571428571428571,0,15.5,2.8,-4.06,0
single,1st Phase,Other,Nursing,1,Secondary education,144.0,Portuguese,130.3,1,0,0,1,Female,1,18,0,8,8,7,13.814285714285717,0,0,8,8,7,13.814285714285717,0,12.7,3.7,-1.7,0
single,2nd phase - general contingent,Second Choice,Tourism,1,Secondary education,122.0,Portuguese,118.2,0,0,0,1,Female,1,20,0,6,10,4,11.25,0,0,6,6,6,10.5,0,12.4,0.5,1.79,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,130.0,Portuguese,118.8,0,0,0,1,Female,1,18,0,6,6,6,14.5,0,0,6,8,6,13.666666666666666,0,12.7,3.7,-1.7,0
single,1st Phase,Other,Advertising and Marketing Management,1,Secondary education,133.1,Portuguese,133.0,1,0,0,1,Female,0,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,1
married,Over 23 years old,Second Choice,Nursing,1,Below Secondary,133.1,Portuguese,129.0,1,0,0,1,Female,0,36,0,7,7,6,11.3,0,0,7,7,6,11.3,0,7.6,2.6,0.32,0
single,Change of course and/or institution,Second Choice,Oral Hygiene,1,Secondary education,147.0,Portuguese,100.0,0,0,0,1,Female,0,18,0,2,2,0,0.0,0,0,4,4,1,16.0,0,10.8,1.4,1.74,0
single,Change of course and/or institution,Second Choice,Equinculture,1,Secondary education,127.0,Portuguese,120.7,1,0,1,1,Female,0,18,0,5,11,1,12.0,0,0,5,9,3,12.0,0,12.7,3.7,-1.7,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,136.0,Portuguese,132.5,1,0,0,1,Female,0,19,0,8,9,7,12.3,0,0,8,9,7,12.3,0,12.7,3.7,-1.7,0
single,1st Phase,Other,Nursing,1,Secondary education,127.0,Portuguese,120.3,1,0,0,1,Female,1,18,0,8,8,7,12.694285714285714,0,0,8,8,7,12.694285714285714,0,10.8,1.4,1.74,0
single,2nd phase - general contingent,Second Choice,Advertising and Marketing Management,1,Secondary education,123.0,Portuguese,114.6,0,0,0,1,Female,0,18,0,5,5,4,11.0,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,0
single,1st Phase,Second Choice,Social Service,1,Secondary education,128.0,Portuguese,116.5,1,0,0,1,Female,1,19,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,128.0,Portuguese,127.8,0,0,0,1,Female,1,19,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,0
single,1st Phase,Third Choice,Nursing,1,Secondary education,140.0,Portuguese,129.9,1,0,0,1,Female,0,18,0,7,8,7,12.92875,0,0,8,8,8,14.0625,0,15.5,2.8,-4.06,1
single,1st Phase,Third Choice,Journalism and Communication,1,Secondary education,121.0,Portuguese,118.9,1,0,0,1,Female,0,20,0,6,6,6,13.333333333333334,0,0,6,10,5,12.8,0,11.1,0.6,2.02,0
single,1st Phase,Other,Tourism,1,Secondary education,122.0,Portuguese,114.3,1,0,0,1,Female,1,20,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,0
single,3rd phase - general contingent,Second Choice,Nursing,1,Secondary education,126.0,Portuguese,114.8,1,0,0,1,Female,0,20,0,8,8,7,14.402857142857142,0,0,8,8,7,14.402857142857142,0,10.8,1.4,1.74,0
single,1st Phase,Other,Nursing,1,Secondary education,135.0,Portuguese,123.0,1,0,0,1,Female,1,18,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,0
single,1st Phase,Third Choice,Nursing,1,Secondary education,131.0,Portuguese,122.1,1,0,0,1,Female,0,18,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,0
single,2nd phase - general contingent,Other,Veterinary Nursing,1,Secondary education,140.0,Portuguese,123.7,0,0,0,1,Female,0,19,0,5,11,5,11.714285714285714,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,0
single,1st Phase,Other,Management,1,Secondary education,131.0,Portuguese,132.4,1,0,0,1,Female,0,19,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,0
married,Over 23 years old,Second Choice,Social Service,0,Secondary education,130.0,Portuguese,114.8,0,0,0,1,Female,0,44,0,6,9,6,11.166666666666666,0,1,6,15,2,11.0,1,7.6,2.6,0.32,0
single,Holders of other higher courses,Second Choice,Agronomy,1,Higher education - degree,130.0,Portuguese,130.0,0,0,0,1,Female,0,32,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,1
single,Change of course and/or institution,Second Choice,Basic Education,1,Secondary education,140.0,Portuguese,122.3,0,0,0,1,Female,0,22,0,6,9,5,13.6,0,0,6,8,5,12.0,0,12.7,3.7,-1.7,1
married,Over 23 years old,Second Choice,Agronomy,1,Secondary education,130.0,Portuguese,152.4,1,0,0,1,Female,0,36,4,12,14,12,13.846153846153848,0,5,12,18,11,14.090909090909092,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Second Choice,Journalism and Communication,1,Secondary education,125.0,Portuguese,120.1,0,0,0,1,Female,1,18,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,0
single,1st Phase,Second Choice,Equinculture,1,Secondary education,160.0,Portuguese,155.1,1,0,0,1,Female,0,20,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,0
single,Change of course and/or institution,Second Choice,Communication Design,1,Secondary education,130.0,Portuguese,124.5,0,0,0,1,Female,1,20,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,0
single,2nd phase - general contingent,Second Choice,Social Service,1,Secondary education,144.0,Portuguese,126.9,0,0,0,1,Female,0,19,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,0
single,Over 23 years old,Second Choice,Management,1,Below Secondary,133.1,Portuguese,153.2,1,0,1,1,Female,0,24,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,0
single,2nd phase - general contingent,Second Choice,Social Service,1,Secondary education,148.0,Portuguese,129.8,0,0,0,1,Female,0,20,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,0
single,Change of course and/or institution,Second Choice,Social Service,0,Secondary education,133.1,Portuguese,135.0,0,0,0,1,Female,0,27,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,1
single,1st Phase,Second Choice,Basic Education,1,Secondary education,133.0,Portuguese,131.3,1,0,0,1,Female,0,20,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,0
single,Change of course and/or institution,Other,Social Service,1,Secondary education,129.0,Portuguese,125.2,0,0,0,1,Female,1,23,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,0
single,1st Phase,Other,Nursing,1,Secondary education,144.0,Portuguese,141.3,1,0,0,1,Female,1,18,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Second Choice,Social Service,1,Secondary education,120.0,Portuguese,117.1,1,0,0,1,Female,1,18,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,0
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,144.0,Portuguese,126.5,1,0,0,1,Female,1,20,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,0
single,1st Phase,Second Choice,Tourism,1,Secondary education,132.0,Portuguese,120.1,0,0,0,1,Female,1,20,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,142.0,Portuguese,128.4,0,0,0,1,Female,0,23,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,1
single,1st Phase,Third Choice,Nursing,1,Secondary education,136.0,Portuguese,140.0,1,0,0,1,Female,0,20,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,0
single,Over 23 years old,Second Choice,Tourism,1,Below Secondary,133.1,Portuguese,110.0,1,0,0,0,Female,0,28,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,1
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,122.0,Portuguese,116.8,1,0,0,1,Female,0,21,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,0
single,1st Phase,Third Choice,Oral Hygiene,1,Secondary education,133.1,Portuguese,104.5,1,0,0,1,Female,0,21,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,1
single,Holders of other higher courses,Second Choice,Nursing,1,Higher education - degree,140.0,Portuguese,140.0,0,0,0,1,Female,0,28,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,1
single,1st Phase,Second Choice,Nursing,1,Secondary education,117.0,Portuguese,113.2,0,1,0,1,Female,0,18,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,0
single,2nd phase - general contingent,Second Choice,Social Service,1,Secondary education,128.0,Portuguese,118.6,1,0,0,1,Female,1,21,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,136.0,Portuguese,123.8,0,0,0,1,Female,0,19,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,0
single,3rd phase - general contingent,Other,Nursing,1,Secondary education,141.0,Portuguese,126.7,1,0,0,1,Female,1,18,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,0
single,1st Phase,Other,Nursing,1,Secondary education,130.0,Portuguese,133.8,0,0,0,1,Female,0,19,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,1
single,Diploma Holder,Second Choice,Veterinary Nursing,1,Technological specialization course,140.0,Portuguese,140.0,0,0,0,1,Female,0,20,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,0
single,1st Phase,Other,Nursing,1,Secondary education,102.0,Portuguese,100.6,1,0,0,1,Female,1,20,0,7,9,6,12.766666666666666,0,0,8,10,7,12.128571428571428,0,12.4,0.5,1.79,0
single,2nd phase - general contingent,Second Choice,Basic Education,1,Secondary education,126.0,Portuguese,132.7,0,0,0,1,Female,1,18,0,6,7,6,12.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0
single,Change of course and/or institution,Third Choice,Advertising and Marketing Management,1,Secondary education,125.0,Portuguese,106.6,1,0,0,1,Female,0,20,4,6,7,6,11.5,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,1
single,Over 23 years old,Second Choice,Advertising and Marketing Management,1,Secondary education,120.0,Portuguese,140.4,0,0,0,1,Female,0,31,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,1
single,2nd phase - general contingent,Other,Nursing,1,Secondary education,132.0,Portuguese,128.3,1,0,0,1,Female,1,19,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,0
single,1st Phase,Other,Nursing,1,Secondary education,128.0,Portuguese,118.6,1,0,0,1,Female,1,19,0,7,9,6,11.814285714285717,0,0,8,8,7,13.542857142857144,0,13.9,-0.3,0.79,0
single,1st Phase,Second Choice,Communication Design,1,Secondary education,115.0,Portuguese,123.4,0,0,0,1,Female,0,23,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,125.0,Portuguese,124.0,0,0,0,1,Female,0,19,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,0
single,1st Phase,Other,Nursing,1,Secondary education,137.0,Portuguese,121.3,1,0,0,1,Female,0,20,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Veterinary Nursing,1,Secondary education,101.0,Portuguese,101.0,1,0,1,1,Female,0,22,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,0
single,1st Phase,Second Choice,Basic Education,1,Secondary education,126.0,Portuguese,116.9,1,1,0,1,Female,0,18,0,7,10,6,10.666666666666666,0,0,7,12,6,12.833333333333334,0,13.9,-0.3,0.79,0
single,Holders of other higher courses,Other,Equinculture,1,Higher education - degree,130.0,Portuguese,130.0,0,0,1,0,Female,0,27,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,1
single,Over 23 years old,Second Choice,Oral Hygiene,1,Below Secondary,100.0,Portuguese,120.0,0,0,0,1,Female,0,29,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,1
single,2nd phase - general contingent,Second Choice,Tourism,1,Secondary education,122.0,Portuguese,130.4,1,0,0,1,Female,0,18,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,0
single,2nd phase - general contingent,Second Choice,Communication Design,1,Secondary education,126.0,Portuguese,118.7,0,0,0,1,Female,0,18,0,6,7,5,11.8,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,0
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,128.0,Portuguese,131.5,0,0,0,1,Female,0,18,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Other,Veterinary Nursing,1,Secondary education,134.0,Portuguese,120.4,1,0,0,1,Female,0,20,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Third Choice,Tourism,1,Secondary education,128.0,Portuguese,129.1,1,0,0,1,Female,0,18,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Communication Design,1,Secondary education,125.0,Portuguese,132.0,0,0,0,0,Female,0,18,1,6,10,5,12.2,1,0,6,11,4,10.833333333333334,0,13.9,-0.3,0.79,0
single,Holders of other higher courses,Third Choice,Veterinary Nursing,1,Higher education - degree,130.0,Portuguese,130.0,0,0,0,0,Female,0,28,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,1
single,1st Phase,Third Choice,Nursing,1,Secondary education,135.0,Portuguese,132.8,1,0,0,1,Female,1,18,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,0
single,Over 23 years old,Second Choice,Nursing,1,Below Secondary,133.1,Portuguese,143.7,0,0,0,1,Female,0,27,0,7,12,4,14.0,0,0,7,14,3,12.525,0,12.4,0.5,1.79,0
single,Over 23 years old,Second Choice,Biofuel Production Technologies,1,Secondary education,140.0,Portuguese,152.8,0,0,0,1,Female,0,26,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,0
single,1st Phase,Third Choice,Journalism and Communication,1,Secondary education,138.0,Portuguese,133.5,1,0,0,1,Female,0,18,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,0
single,1st Phase,Second Choice,Equinculture,1,Secondary education,150.0,Portuguese,146.2,0,0,0,1,Female,0,18,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,1
single,1st Phase,Third Choice,Management,1,Secondary education,125.0,Portuguese,115.2,0,1,0,1,Female,0,21,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,1
single,1st Phase,Third Choice,Communication Design,1,Secondary education,121.0,Portuguese,120.7,1,0,0,1,Female,0,18,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,0
married,Over 23 years old,Second Choice,Social Service,0,Secondary education,120.0,Portuguese,101.8,0,0,0,0,Female,0,32,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,1
single,Over 23 years old,Third Choice,Advertising and Marketing Management,1,Secondary education,140.0,Portuguese,100.0,0,0,0,1,Female,0,28,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,0
single,Over 23 years old,Second Choice,Management,0,Secondary education,100.0,Portuguese,121.9,0,0,0,0,Female,0,40,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,1
married,3rd phase - general contingent,Third Choice,Social Service,0,Secondary education,140.0,Portuguese,120.4,0,0,1,0,Female,0,39,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,1
married,3rd phase - general contingent,Third Choice,Social Service,1,Secondary education,140.0,Portuguese,120.4,0,0,1,0,Female,0,39,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,1
married,Over 23 years old,Second Choice,Agronomy,1,Secondary education,120.0,Portuguese,148.8,0,0,0,1,Female,0,50,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Third Choice,Basic Education,1,Secondary education,138.0,Portuguese,123.0,1,0,0,1,Female,0,23,0,6,10,5,12.8,0,0,6,9,3,11.666666666666666,0,10.8,1.4,1.74,1
divorced,Over 23 years old,Second Choice,Social Service,0,Below Secondary,133.1,Portuguese,100.0,0,0,0,1,Female,0,48,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,1
single,2nd phase - general contingent,Third Choice,Basic Education,1,Secondary education,118.0,Portuguese,112.1,1,0,0,1,Female,0,23,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,1
single,1st Phase,Other,Nursing,1,Secondary education,135.0,Portuguese,126.8,1,0,0,1,Female,1,18,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,0
single,2nd phase - general contingent,Second Choice,Equinculture,1,Secondary education,130.0,Portuguese,115.9,0,0,0,1,Female,0,18,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,0
single,International student (bachelor),Second Choice,Social Service,1,Secondary education,150.0,Other,132.5,1,0,0,0,Female,0,20,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,0
single,3rd phase - general contingent,Other,Veterinary Nursing,1,Secondary education,149.0,Other,132.2,1,0,0,1,Female,1,18,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,0
single,1st Phase,Second Choice,Oral Hygiene,1,Secondary education,180.0,Other,183.5,1,0,0,1,Female,0,18,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,1
single,Change of course and/or institution,Second Choice,Informatics Engineering,1,Secondary education,133.1,Portuguese,136.0,0,0,0,1,Male,0,31,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,1
single,Over 23 years old,Second Choice,Informatics Engineering,1,Below Secondary,133.1,Portuguese,100.9,1,0,0,1,Male,0,24,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,0
single,Over 23 years old,Second Choice,Animation and Multimedia Design,1,Secondary education,145.0,Portuguese,114.5,1,0,0,1,Male,0,24,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
single,Over 23 years old,Second Choice,Management,1,Secondary education,110.0,Portuguese,110.3,0,0,1,0,Male,0,26,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1
single,1st Phase,Second Choice,Equinculture,1,Secondary education,154.0,Portuguese,137.2,1,0,1,1,Male,0,18,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,1
single,2nd phase - general contingent,Second Choice,Management,1,Secondary education,126.0,Portuguese,116.9,0,0,0,1,Male,1,19,0,5,12,3,11.666666666666666,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,0
single,2nd phase - general contingent,Second Choice,Advertising and Marketing Management,1,Secondary education,133.0,Portuguese,121.8,1,0,0,1,Male,0,22,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1
single,1st Phase,Third Choice,Nursing,1,Secondary education,145.0,Portuguese,127.3,1,0,0,1,Male,0,18,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,0
single,Diploma Holder,Second Choice,Communication Design,1,Technological specialization course,120.0,Portuguese,120.0,0,0,1,0,Male,0,20,0,6,11,0,0.0,6,0,6,12,0,0.0,12,16.2,0.3,-0.92,1
single,Diploma Holder,Second Choice,Animation and Multimedia Design,1,Technological specialization course,150.0,Portuguese,150.0,0,0,0,1,Male,0,25,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
single,Change of course and/or institution,Second Choice,Management,0,Secondary education,150.0,Portuguese,100.0,1,0,0,1,Male,0,24,0,5,10,4,11.5,0,0,5,11,5,11.285714285714286,0,13.9,-0.3,0.79,0
single,Over 23 years old,Second Choice,Informatics Engineering,1,Secondary education,150.0,Portuguese,150.0,1,0,0,1,Male,0,27,0,5,10,1,14.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1
single,2nd phase - general contingent,Second Choice,Tourism,1,Secondary education,127.0,Portuguese,116.9,0,0,0,1,Male,0,21,0,6,7,5,11.0,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,0
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,140.0,Portuguese,140.0,1,0,0,1,Male,0,21,0,6,7,6,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,0
single,3rd phase - general contingent,Other,Journalism and Communication,1,Secondary education,128.0,Portuguese,122.1,1,0,0,1,Male,0,19,0,6,9,4,12.5,0,0,6,6,6,11.333333333333334,0,10.8,1.4,1.74,1
single,Over 23 years old,Second Choice,Nursing,1,Secondary education,127.0,Portuguese,160.0,0,0,0,1,Male,0,28,0,7,7,7,14.528571428571428,0,0,8,11,8,15.018181818181818,0,16.2,0.3,-0.92,0
single,1st Phase,Second Choice,Management,1,Secondary education,117.0,Portuguese,118.4,0,0,0,1,Male,0,20,0,5,8,5,10.0,0,0,5,10,2,12.0,0,7.6,2.6,0.32,0
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,150.0,Portuguese,150.0,0,0,0,1,Male,1,21,0,6,8,6,13.0,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,154.0,Portuguese,144.9,0,0,0,1,Male,1,18,0,7,7,7,15.957142857142856,0,0,8,9,8,15.188888888888888,0,16.2,0.3,-0.92,0
single,2nd phase - general contingent,Third Choice,Informatics Engineering,1,Secondary education,127.0,Portuguese,121.1,1,0,0,1,Male,1,18,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,0
single,1st Phase,Third Choice,Management,1,Secondary education,133.0,Portuguese,121.8,0,0,0,1,Male,0,20,0,5,9,4,10.2,0,0,5,6,3,11.0,0,15.5,2.8,-4.06,0
single,Over 23 years old,Second Choice,Informatics Engineering,1,Higher education - degree (1st cycle),120.0,Portuguese,146.8,0,0,0,1,Male,0,25,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,133.1,Portuguese,138.0,0,0,1,1,Male,0,22,0,6,8,6,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,149.0,Portuguese,138.0,0,0,0,1,Male,0,18,0,8,11,6,13.496666666666668,1,0,8,11,6,13.496666666666668,1,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Third Choice,Management,1,Secondary education,125.0,Portuguese,116.3,1,0,0,1,Male,0,19,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,0
single,1st Phase,Other,Informatics Engineering,1,Secondary education,126.0,Portuguese,122.5,1,0,0,1,Male,0,19,0,5,12,3,12.0,0,0,5,10,3,12.0,0,12.4,0.5,1.79,1
single,Over 23 years old,Second Choice,Journalism and Communication,1,Below Secondary,133.1,Portuguese,115.0,1,0,1,0,Male,0,25,0,6,10,4,13.0,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,1
single,Change of course and/or institution,Second Choice,Communication Design,1,Secondary education,115.0,Portuguese,115.0,0,0,1,1,Male,0,21,5,11,12,9,11.77777777777778,0,3,8,11,3,13.666666666666666,0,15.5,2.8,-4.06,1
single,2nd phase - general contingent,Other,Informatics Engineering,1,Secondary education,117.0,Portuguese,119.8,1,0,0,1,Male,0,19,0,5,10,2,11.0,0,0,6,10,0,0.0,0,11.1,0.6,2.02,1
single,2nd phase - general contingent,Third Choice,Management,1,Secondary education,133.1,Portuguese,95.0,0,0,0,1,Male,0,20,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,1
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,150.0,Portuguese,150.0,0,0,0,1,Male,0,25,9,14,16,14,12.428571428571429,0,3,9,13,6,10.857142857142858,0,15.5,2.8,-4.06,1
single,2nd phase - general contingent,Second Choice,Management,1,Secondary education,130.0,Portuguese,117.8,1,0,0,1,Male,0,20,0,5,8,3,11.0,0,0,5,11,3,12.0,0,10.8,1.4,1.74,0
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,161.0,Portuguese,144.2,1,0,0,1,Male,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
single,Diploma Holder,Second Choice,Tourism,1,Technological specialization course,130.0,Portuguese,130.0,1,0,1,1,Male,0,23,0,6,12,3,11.5,0,0,6,12,3,10.666666666666666,0,8.9,1.4,3.51,0
single,Transfer,Second Choice,Nursing,1,Secondary education,111.0,Portuguese,128.2,1,0,0,1,Male,0,23,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,0
single,Diploma Holder,Second Choice,Agronomy,1,Professional higher technical course,140.0,Portuguese,135.3,0,0,0,1,Male,0,21,7,12,18,11,12.090909090909092,0,5,12,14,11,12.0,0,8.9,1.4,3.51,0
single,1st Phase,Second Choice,Equinculture,1,Secondary education,132.0,Portuguese,143.9,1,0,0,1,Male,0,20,0,5,14,2,11.0,3,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,0
